instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered
3152,2011-05-16,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,20
3153,2011-05-16,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,93
3154,2011-05-16,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,245
3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,366
3156,2011-05-16,2,0,5,9,0,1,1,1,0.6,0.5909,0.69,0.194,156
3157,2011-05-16,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,75
3158,2011-05-16,2,0,5,11,0,1,1,1,0.64,0.6212,0.57,0.0,129
3159,2011-05-16,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,137
3160,2011-05-16,2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,153
3161,2011-05-16,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0.0,117
3162,2011-05-16,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0.0,110
3163,2011-05-16,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,181
3164,2011-05-16,2,0,5,17,0,1,1,1,0.58,0.5455,0.88,0.2239,227
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,398
3166,2011-05-16,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,272
3167,2011-05-16,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,167
3168,2011-05-16,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,149
3169,2011-05-16,2,0,5,22,0,1,1,1,0.56,0.5303,0.88,0.0896,105
3170,2011-05-16,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,39
3171,2011-05-17,2,0,5,0,0,2,1,2,0.56,0.5303,0.88,0.0,18
3172,2011-05-17,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,6
3173,2011-05-17,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,4
3174,2011-05-17,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,3
3175,2011-05-17,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2
3176,2011-05-17,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,22
3177,2011-05-17,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,49
3178,2011-05-17,2,0,5,7,0,2,1,2,0.52,0.5,0.94,0.2537,138
3179,2011-05-17,2,0,5,8,0,2,1,2,0.52,0.5,0.94,0.2985,325
3180,2011-05-17,2,0,5,9,0,2,1,2,0.54,0.5152,0.88,0.2537,190
3181,2011-05-17,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,73
3182,2011-05-17,2,0,5,11,0,2,1,2,0.56,0.5303,0.83,0.4179,104
3183,2011-05-17,2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,115
3184,2011-05-17,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,141
3185,2011-05-17,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,123
3186,2011-05-17,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478,131
3187,2011-05-17,2,0,5,16,0,2,1,1,0.62,0.6061,0.61,0.3284,217
3188,2011-05-17,2,0,5,17,0,2,1,1,0.62,0.6061,0.65,0.4179,521
3189,2011-05-17,2,0,5,18,0,2,1,1,0.6,0.5909,0.69,0.2985,426
3190,2011-05-17,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537,298
3191,2011-05-17,2,0,5,20,0,2,1,1,0.58,0.5455,0.83,0.4179,253
3192,2011-05-17,2,0,5,21,0,2,1,1,0.54,0.5152,0.88,0.2537,151
3193,2011-05-17,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,86
3194,2011-05-17,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,49
3195,2011-05-18,2,0,5,0,0,3,1,2,0.54,0.5152,0.88,0.2239,15
3196,2011-05-18,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,9
3197,2011-05-18,2,0,5,2,0,3,1,3,0.52,0.5,0.94,0.2239,5
3198,2011-05-18,2,0,5,3,0,3,1,3,0.52,0.5,0.94,0.2985,3
3199,2011-05-18,2,0,5,4,0,3,1,3,0.52,0.5,0.94,0.2985,2
3200,2011-05-18,2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,9
3201,2011-05-18,2,0,5,6,0,3,1,1,0.52,0.5,1.0,0.1343,99
3202,2011-05-18,2,0,5,7,0,3,1,1,0.54,0.5152,0.88,0.194,260
3203,2011-05-18,2,0,5,8,0,3,1,1,0.56,0.5303,0.88,0.2836,428
3204,2011-05-18,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,176
3205,2011-05-18,2,0,5,10,0,3,1,3,0.54,0.5152,0.88,0.2836,73
3206,2011-05-18,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,17
3207,2011-05-18,2,0,5,12,0,3,1,1,0.56,0.5303,0.94,0.2985,42
3208,2011-05-18,2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,92
3209,2011-05-18,2,0,5,14,0,3,1,2,0.58,0.5455,0.78,0.2836,94
3210,2011-05-18,2,0,5,15,0,3,1,1,0.6,0.5758,0.78,0.2537,133
3211,2011-05-18,2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.194,241
3212,2011-05-18,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,487
3213,2011-05-18,2,0,5,18,0,3,1,1,0.6,0.5909,0.73,0.2239,431
3214,2011-05-18,2,0,5,19,0,3,1,3,0.56,0.5303,0.88,0.1343,288
3215,2011-05-18,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343,189
3216,2011-05-18,2,0,5,21,0,3,1,1,0.52,0.5,0.88,0.0,74
3217,2011-05-18,2,0,5,22,0,3,1,1,0.52,0.5,0.83,0.0,103
3218,2011-05-18,2,0,5,23,0,3,1,1,0.52,0.5,0.94,0.0896,49
3219,2011-05-19,2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,23
3220,2011-05-19,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0.0,4
3221,2011-05-19,2,0,5,2,0,4,1,1,0.5,0.4848,0.94,0.0,12
3222,2011-05-19,2,0,5,3,0,4,1,1,0.48,0.4697,1.0,0.0,3
3223,2011-05-19,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0.0,3
3224,2011-05-19,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0.0,24
3225,2011-05-19,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0.0,86
3226,2011-05-19,2,0,5,7,0,4,1,2,0.5,0.4848,1.0,0.0,239
3227,2011-05-19,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0.0,453
3228,2011-05-19,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,176
3229,2011-05-19,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0.0,95
3230,2011-05-19,2,0,5,11,0,4,1,3,0.54,0.5152,0.88,0.1642,111
3231,2011-05-19,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045,130
3232,2011-05-19,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,139
3233,2011-05-19,2,0,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,137
3234,2011-05-19,2,0,5,15,0,4,1,1,0.56,0.5303,0.78,0.1642,125
3235,2011-05-19,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,247
3236,2011-05-19,2,0,5,17,0,4,1,1,0.56,0.5303,0.78,0.1642,487
3237,2011-05-19,2,0,5,18,0,4,1,1,0.6,0.6212,0.55,0.1642,454
3238,2011-05-19,2,0,5,19,0,4,1,1,0.58,0.5455,0.6,0.1343,345
3239,2011-05-19,2,0,5,20,0,4,1,1,0.54,0.5152,0.77,0.2836,236
3240,2011-05-19,2,0,5,21,0,4,1,1,0.54,0.5152,0.77,0.2836,180
3241,2011-05-19,2,0,5,22,0,4,1,3,0.5,0.4848,0.82,0.2985,68
3242,2011-05-19,2,0,5,23,0,4,1,1,0.48,0.4697,0.94,0.0,63
3243,2011-05-20,2,0,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,33
3244,2011-05-20,2,0,5,1,0,5,1,1,0.46,0.4545,1.0,0.0,17
3245,2011-05-20,2,0,5,2,0,5,1,1,0.44,0.4394,1.0,0.0896,4
3246,2011-05-20,2,0,5,3,0,5,1,1,0.44,0.4394,1.0,0.0,4
3247,2011-05-20,2,0,5,4,0,5,1,1,0.44,0.4394,0.94,0.0896,4
3248,2011-05-20,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045,28
3249,2011-05-20,2,0,5,6,0,5,1,1,0.46,0.4545,0.88,0.1045,102
3250,2011-05-20,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,289
3251,2011-05-20,2,0,5,8,0,5,1,1,0.54,0.5152,0.68,0.0,476
3252,2011-05-20,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,199
3253,2011-05-20,2,0,5,10,0,5,1,1,0.56,0.5303,0.64,0.194,104
3254,2011-05-20,2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,133
3255,2011-05-20,2,0,5,12,0,5,1,2,0.6,0.6212,0.56,0.2537,186
3256,2011-05-20,2,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,172
3257,2011-05-20,2,0,5,14,0,5,1,1,0.62,0.6212,0.53,0.2239,131
3258,2011-05-20,2,0,5,15,0,5,1,2,0.6,0.6212,0.56,0.194,168
3259,2011-05-20,2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,269
3260,2011-05-20,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0.0,483
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,394
3262,2011-05-20,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,253
3263,2011-05-20,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,180
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,155
3265,2011-05-20,2,0,5,22,0,5,1,1,0.54,0.5152,0.73,0.0,124
3266,2011-05-20,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,100
3267,2011-05-21,2,0,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,78
3268,2011-05-21,2,0,5,1,0,6,0,1,0.52,0.5,0.72,0.0,64
3269,2011-05-21,2,0,5,2,0,6,0,1,0.52,0.5,0.72,0.1045,35
3270,2011-05-21,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,12
3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,6
3272,2011-05-21,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,4
3273,2011-05-21,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,22
3274,2011-05-21,2,0,5,7,0,6,0,1,0.54,0.5152,0.73,0.1343,33
3275,2011-05-21,2,0,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,97
3276,2011-05-21,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,165
3277,2011-05-21,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,201
3278,2011-05-21,2,0,5,11,0,6,0,1,0.64,0.6212,0.53,0.1343,245
3279,2011-05-21,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0.0,271
3280,2011-05-21,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0.0,271
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,269
3282,2011-05-21,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,274
3283,2011-05-21,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,267
3284,2011-05-21,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,253
3285,2011-05-21,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,253
3286,2011-05-21,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,184
3287,2011-05-21,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,164
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,150
3289,2011-05-21,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,126
3290,2011-05-21,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,103
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,100
3292,2011-05-22,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,81
3293,2011-05-22,2,0,5,2,0,0,0,1,0.52,0.5,0.94,0.1045,50
3294,2011-05-22,2,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,23
3295,2011-05-22,2,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,9
3296,2011-05-22,2,0,5,5,0,0,0,1,0.5,0.4848,1.0,0.1045,5
3297,2011-05-22,2,0,5,6,0,0,0,1,0.52,0.5,0.94,0.1045,13
3298,2011-05-22,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045,27
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,65
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,130
3301,2011-05-22,2,0,5,10,0,0,0,1,0.64,0.6061,0.65,0.1343,170
3302,2011-05-22,2,0,5,11,0,0,0,1,0.7,0.6515,0.54,0.194,209
3303,2011-05-22,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,255
3304,2011-05-22,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,275
3305,2011-05-22,2,0,5,14,0,0,0,3,0.62,0.6061,0.69,0.194,191
3306,2011-05-22,2,0,5,15,0,0,0,2,0.66,0.6212,0.61,0.1642,221
3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,201
3308,2011-05-22,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,213
3309,2011-05-22,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,238
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.194,193
3311,2011-05-22,2,0,5,20,0,0,0,1,0.64,0.6061,0.65,0.1642,174
3312,2011-05-22,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,109
3313,2011-05-22,2,0,5,22,0,0,0,1,0.6,0.5606,0.83,0.1343,86
3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,46
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,18
3316,2011-05-23,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045,5
3317,2011-05-23,2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,3
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,4
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0.0,2
3320,2011-05-23,2,0,5,5,0,1,1,2,0.54,0.5152,0.94,0.0,11
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,92
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,223
3323,2011-05-23,2,0,5,8,0,1,1,1,0.6,0.5455,0.88,0.194,359
3324,2011-05-23,2,0,5,9,0,1,1,1,0.6,0.5455,0.88,0.2239,131
3325,2011-05-23,2,0,5,10,0,1,1,1,0.66,0.6212,0.74,0.2985,72
3326,2011-05-23,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,107
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,139
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,155
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,130
3330,2011-05-23,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,119
3331,2011-05-23,2,0,5,16,0,1,1,2,0.72,0.6818,0.62,0.2985,223
3332,2011-05-23,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881,373
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,385
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,302
3335,2011-05-23,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,271
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,155
3337,2011-05-23,2,0,5,22,0,1,1,1,0.62,0.5455,0.94,0.2239,106
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.194,53
3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,23
3340,2011-05-24,2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,9
3341,2011-05-24,2,0,5,2,0,2,1,2,0.6,0.5152,0.94,0.194,8
3342,2011-05-24,2,0,5,3,0,2,1,2,0.58,0.5455,0.94,0.1045,2
3343,2011-05-24,2,0,5,4,0,2,1,1,0.6,0.5455,0.88,0.1045,3
3344,2011-05-24,2,0,5,5,0,2,1,2,0.58,0.5455,0.94,0.2537,22
3345,2011-05-24,2,0,5,6,0,2,1,2,0.58,0.5455,0.94,0.194,102
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,288
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,403
3348,2011-05-24,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,111
3349,2011-05-24,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,90
3350,2011-05-24,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,142
3351,2011-05-24,2,0,5,12,0,2,1,1,0.76,0.6818,0.45,0.3881,129
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,152
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,126
3354,2011-05-24,2,0,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,129
3355,2011-05-24,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,225
3356,2011-05-24,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,492
3357,2011-05-24,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,490
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,310
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,241
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,168
3361,2011-05-24,2,0,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,115
3362,2011-05-24,2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,53
3363,2011-05-25,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,32
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,2
3365,2011-05-25,2,0,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,8
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,9
3367,2011-05-25,2,0,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,3
3368,2011-05-25,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,23
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,113
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,284
3371,2011-05-25,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,495
3372,2011-05-25,2,0,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,207
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,105
3374,2011-05-25,2,0,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,104
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,178
3376,2011-05-25,2,0,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,163
3377,2011-05-25,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,121
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,145
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,238
3380,2011-05-25,2,0,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,524
3381,2011-05-25,2,0,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,451
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,332
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,284
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,203
3385,2011-05-25,2,0,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,140
3386,2011-05-25,2,0,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,74
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,34
3388,2011-05-26,2,0,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,13
3389,2011-05-26,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,4
3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,2
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,25
3393,2011-05-26,2,0,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,94
3394,2011-05-26,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,270
3395,2011-05-26,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,458
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,194
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,94
3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,124
3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,141
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,145
3401,2011-05-26,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,145
3402,2011-05-26,2,0,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,101
3403,2011-05-26,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,233
3404,2011-05-26,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,445
3405,2011-05-26,2,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,404
3406,2011-05-26,2,0,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,311
3407,2011-05-26,2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,267
3408,2011-05-26,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,178
3409,2011-05-26,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,157
3410,2011-05-26,2,0,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,73
3411,2011-05-27,2,0,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,55
3412,2011-05-27,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,36
3413,2011-05-27,2,0,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,12
3414,2011-05-27,2,0,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,11
3415,2011-05-27,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,5
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,29
3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,73
3418,2011-05-27,2,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,229
3419,2011-05-27,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,393
3420,2011-05-27,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,190
3421,2011-05-27,2,0,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,111
3422,2011-05-27,2,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,126
3423,2011-05-27,2,0,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,190
3424,2011-05-27,2,0,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,158
3425,2011-05-27,2,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,188
3426,2011-05-27,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,258
3427,2011-05-27,2,0,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,356
3428,2011-05-27,2,0,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,414
3429,2011-05-27,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,310
3430,2011-05-27,2,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,210
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,120
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,114
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,116
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,104
3435,2011-05-28,2,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,79
3436,2011-05-28,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,47
3437,2011-05-28,2,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,35
3438,2011-05-28,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,13
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,4
3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,3
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,16
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,33
3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,75
3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,116
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,166
3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,178
3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,213
3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,217
3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,210
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201
3452,2011-05-28,2,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,161
3453,2011-05-28,2,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,212
3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,153
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,128
3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,114
